Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Pinto H., Almeida J.M., Gonçalves M.A.","35318392200;35586158500;7202320554;","Using early view patterns to predict the popularity of YouTube videos",2013,"WSDM 2013 - Proceedings of the 6th ACM International Conference on Web Search and Data Mining",,,,"365","374",,235,"10.1145/2433396.2433443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874243168&doi=10.1145%2f2433396.2433443&partnerID=40&md5=5eef74ebbc512e9a01310db7e4b994cc","Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","Pinto, H., Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Almeida, J.M., Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Gonçalves, M.A., Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","Predicting Web content popularity is an important task for supporting the design and evaluation of a wide range of systems, from targeted advertising to effective search and recommendation services. We here present two simple models for predicting the future popularity of Web content based on historical information given by early popularity measures. Our approach is validated on datasets consisting of videos from the widely used YouTube video-sharing portal. Our experimental results show that, compared to a state-of-the-art baseline model, our proposed models lead to significant decreases in relative squared errors, reaching up to 20% reduction on average, and larger reductions (of up to 71%) for videos that experience a high peak in popularity in their early days followed by a sharp decrease in popularity. © 2013 ACM.","popularity prediction; regression models; youtube","Baseline models; Design and evaluations; Historical information; Popularity predictions; Regression model; Squared errors; Targeted advertising; Web content; YouTube; Data mining; Forecasting; Information retrieval; Regression analysis; Websites","Pinto, H.; Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; email: hpinto@dcc.ufmg.br",,,,9781450318693,,,"English","WSDM - Proc. ACM Int. Conf. Web Search Data Min.",Conference Paper,"Final",,Scopus,2-s2.0-84874243168
"Figueiredo F.","35317374600;","On the prediction of popularity of trends and hits for user generated videos",2013,"WSDM 2013 - Proceedings of the 6th ACM International Conference on Web Search and Data Mining",,,,"741","745",,47,"10.1145/2433396.2433489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874241714&doi=10.1145%2f2433396.2433489&partnerID=40&md5=6cc088b78940d66741b6bcc087d75172","Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte - MG, Brazil","Figueiredo, F., Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte - MG, Brazil","User generated content (UGC) has emerged as the predominant form of media publishing on the Web 2.0. Motivated by the large adoption of video sharing on the Web 2.0, the objective of our work is to understand and predict popularity trends (e.g, will a video be viral?) and hits (e.g, how may views will a video receive?) of user generated videos. Such knowledge is paramount to the effective design of various services including content distribution and advertising. Thus, in this paper we formalize the problem of predicting trends and hits in user generated videos. Also, we describe our research methodology on approaching this problem. To the best of knowledge, our work is novel in focusing on the problem of predicting popularity trends complementary to hits. Moreover, we intend on evaluating efficacy of our results not only based on common statistical error metrics, but also on the possible online advertising revenues our predictions can generate. After describing our proposal, we here summarize our latest findings regarding (1) uncovering common popularity trends; (2) measuring associations between UGC features and popularity trends; and (3) assessing the effectiveness of models for predicting popularity trends. © 2013 ACM.","popularity; trends; ugc; video","Content distribution; Media publishing; Online advertising; popularity; Research methodologies; Statistical errors; trends; ugc; User generated content (UGC); User-generated video; video; Video sharing; Web 2.0; Data mining; Information retrieval; Websites; Forecasting","Figueiredo, F.; Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte - MG, Brazil; email: flaviov@dcc.ufmg.br",,,,9781450318693,,,"English","WSDM - Proc. ACM Int. Conf. Web Search Data Min.",Conference Paper,"Final",,Scopus,2-s2.0-84874241714
"Pimentel B.A., De Souza R.M.C.R.","36810414500;7102470350;","A multivariate fuzzy c-means method",2013,"Applied Soft Computing Journal","13","4",,"1592","1607",,37,"10.1016/j.asoc.2012.12.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873687895&doi=10.1016%2fj.asoc.2012.12.024&partnerID=40&md5=ac83bee40ff40ca36ea1f2f843cac262","Centro de Informática, Cidade Universitária 50, Av. Jornalista Anibal Fernandes, s/n, 740-560, Recife (PE), Brazil","Pimentel, B.A., Centro de Informática, Cidade Universitária 50, Av. Jornalista Anibal Fernandes, s/n, 740-560, Recife (PE), Brazil; De Souza, R.M.C.R., Centro de Informática, Cidade Universitária 50, Av. Jornalista Anibal Fernandes, s/n, 740-560, Recife (PE), Brazil","Fuzzy c-means (FCMs) is an important and popular unsupervised partitioning algorithm used in several application domains such as pattern recognition, machine learning and data mining. Although the FCM has shown good performance in detecting clusters, the membership values for each individual computed to each of the clusters cannot indicate how well the individuals are classified. In this paper, a new approach to handle the memberships based on the inherent information in each feature is presented. The algorithm produces a membership matrix for each individual, the membership values are between zero and one and measure the similarity of this individual to the center of each cluster according to each feature. These values can change at each iteration of the algorithm and they are different from one feature to another and from one cluster to another in order to increase the performance of the fuzzy c-means clustering algorithm. To obtain a fuzzy partition by class of the input data set, a way to compute the class membership values is also proposed in this work. Experiments with synthetic and real data sets show that the proposed approach produces good quality of clustering.© 2013 Elsevier B.V. All rights reserved.","Clustering; Fuzzy c-means method; Membership degree; Unsupervised pattern recognition","Clustering; Fuzzy C mean (FCMs); Fuzzy c-means clustering algorithms; Fuzzy c-means methods; Fuzzy partition; Input datas; Membership degrees; Membership matrix; Membership values; New approaches; Partitioning algorithms; Quality of clustering; Synthetic and real data; Unsupervised patterns; Clustering algorithms; Fuzzy clustering; Fuzzy systems; Pattern recognition; Iterative methods","De Souza, R.M.C.R.; Centro de Informática, Cidade Universitária 50, Av. Jornalista Anibal Fernandes, s/n, 740-560, Recife (PE), Brazil; email: rmcrs@cin.ufpe.br",,,15684946,,,,"English","Appl. Soft Comput. J.",Article,"Final",,Scopus,2-s2.0-84873687895
"Ohana I., Vieira J.P.A., Bezerra U.H.","55212610100;11339969900;6508230337;","Data mining applied in power plants",2013,"Collections of Engineering: Computer Applications in Electrical Engineering",,,,"15","33",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891962738&partnerID=40&md5=3d0cf0319981c03e5c81b37bdffc6f81","Federal University of Para, Technological Institute, Electrical Engineering Belem, P.O. Box: 8618, Belem, PA, Brazil","Ohana, I., Federal University of Para, Technological Institute, Electrical Engineering Belem, P.O. Box: 8618, Belem, PA, Brazil; Vieira, J.P.A., Federal University of Para, Technological Institute, Electrical Engineering Belem, P.O. Box: 8618, Belem, PA, Brazil; Bezerra, U.H., Federal University of Para, Technological Institute, Electrical Engineering Belem, P.O. Box: 8618, Belem, PA, Brazil","One of the main tools for management of hydropower plants, are the systems of Supervisory Control and Data Acquisition. These systems generate and store in database huge amount of data representing the history of plant operation. A proper treatment of such historical data may discover relationships and patterns and thus help in the understanding of many important operational aspects and to evaluate the performance of the hydroelectric power plant. The process of Knowledge Discovery in Database (Knowledge Discovery in Database - KDD) is the process of identification in large data sets, patterns that are valid, new, useful and understandable to improve the understanding of a problem or a decisionmaking procedure. The Data Mining (or Data Mining) is the step within KDD that extracts useful information from large databases. In this scenario, the present study is to perform experiments data mining on data generated by SCADA systems for power plant, to produce relevant information to assist in planning, operation, maintenance and safety of dams and implementation of the culture of mining data applied to these plants. © 2013 Nova Science Publishers, Inc. All rights reserved.","Capability curve; Classification; Data mining; Decision tree; Hydrogenerator; SCADA",,"Ohana, I.; Federal University of Para, Technological Institute, Electrical Engineering Belem, P.O. Box: 8618, Belem, PA, Brazil; email: iohana@ufpa.br",,"Nova Science Publishers, Inc.",,9781624173943,,,"English","Collect. of Eng.: Comput. Appl. in Elect. Eng.",Book Chapter,"Final",,Scopus,2-s2.0-84891962738
"Freitas P.D., Santos C.A.","10042242500;55353154400;","Data mining for genomic information",2013,"Data Security, Data Mining and Data Management: Technologies and Challenges",,,,"31","47",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896194411&partnerID=40&md5=3f3efc37ea23101bf3c80aebbfca1bc3","Departamento de Genética e Evoluçao, Universidade Federal de São Carlos, Caixa Postal 676, CEP 13565-905, São Carlos, SP, Brazil","Freitas, P.D., Departamento de Genética e Evoluçao, Universidade Federal de São Carlos, Caixa Postal 676, CEP 13565-905, São Carlos, SP, Brazil; Santos, C.A., Departamento de Genética e Evoluçao, Universidade Federal de São Carlos, Caixa Postal 676, CEP 13565-905, São Carlos, SP, Brazil","Data mining is an approach used for Knowledge Discovery in Databases (KDD), which is responsible for detecting new and relevant relationships in large amounts of stored data through the development of pattern recognition technologies using statistical and mathematical tools. This method is fast and efficient and is not a particularly recent approach, and it is applicable to statistics, economics, engineering, disease studies in medicine, and other fields. The data are stored electronically, and the search is computerized. Although data mining is still evolving, many areas of study are already using this important resource. In molecular biology, for example, the discovery of molecular markers, such as microsatellites (simple sequence repeats, or SSRs) and single nucleotide polymorphisms (SNPs) using this approach has increased over the last decade in several organisms, such as plants, clams, shrimp and humans. These markers are even more useful when located in expressed regions of the genome, which are known as expressed sequence tags (ESTs). Characterizing EST-SSRs and EST-SNPs that may be applicable to genetic studies of economically relevant and threatened species is a useful tool for polymorphism analysis, genetic mapping and quantitative trait loci (QTL) identification. To identify these markers, owning an EST database (DB) that is capable of data mining is essential. Bioinformatics software eliminates redundancies within each file, and the information generated can be analyzed and regrouped. The ESTs are later submitted to an online DB to search for similarities between the studied sequence (query) and the sequences available online (subject) to elucidate the protein codified by each gene. In shrimp, for example, several highly relevant gene products for homeostasis are highlighted, such as transcription regulatory units and enzyme inhibitors, which links these gene variations, causing different biological responses to stress to EST-SSRs. Data from genomic annotation makes it possible to elucidate a metabolic network, and uniting the fields of genetics and biochemistry to clarify major changes that may be occurring at the cellular level in addition to connecting genotypes to phenotypes. These markers may also be used as biosensors to show particular adaptations to each environment more precisely. © 2013 Nova Science Publishers, Inc. All rights reserved.",,,"Santos, C.A.; Departamento de Genética e Evolução, Universidade Federal de São Carlos, Caixa Postal 676, CEP 13565-905, São Carlos, SP, Brazil",,"Nova Science Publishers, Inc.",,9781624175824,,,"English","Data Secur., Data Min. and Data Manage.: Technol. and Chall.",Book Chapter,"Final",,Scopus,2-s2.0-84896194411
"Negrão J.F.R., De Souza L.V., Ohana I.","55601838900;15071341700;55212610100;","Collections of engineering: Computer applications in electrical engineering",2013,"Collections of Engineering: Computer Applications in Electrical Engineering",,,,"1","90",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892105247&partnerID=40&md5=974f33c9e1249323d5184ca23cf9e54f","Technology Institute, Federal University of Para (UFPA), Brazil","Negrão, J.F.R., Technology Institute, Federal University of Para (UFPA), Brazil; De Souza, L.V., Technology Institute, Federal University of Para (UFPA), Brazil; Ohana, I., Technology Institute, Federal University of Para (UFPA), Brazil","In this book, the authors describe examples of applications using computational tools targeted for electrical engineering. Presented and discussed are the use of computational techniques such as: data mining, description of software simulators, modeling and description of a dynamic control system, and Markov chains. Computer science has experienced remarkable progress over the last few years. In addition, the presence of new semiconductor materials and the use of simulation software in the engineering field have been shown to be a low-cost and quick deployment. The aim of this book is to present simulation and computational techniques that are used as working tools. © 2013 by Nova Science Publishers, Inc. All rights reserved.",,,"Negrão, J.F.R.; Technology Institute, Federal University of Para (UFPA)Brazil; email: jfrn@ufpa.br",,"Nova Science Publishers, Inc.",,9781624173943,,,"English","Collect. of Eng.: Comput. Appl. in Elect. Eng.",Book,"Final",,Scopus,2-s2.0-84892105247
"Moraes R., Valiati J.F., Gavião Neto W.P.","55332985800;8915545700;55332822800;","Document-level sentiment classification: An empirical comparison between SVM and ANN",2013,"Expert Systems with Applications","40","2",,"621","633",,311,"10.1016/j.eswa.2012.07.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867689553&doi=10.1016%2fj.eswa.2012.07.059&partnerID=40&md5=8efcf3283422cb98974b1e5d2fff028a","Programa Interdisciplinar de Pos-Graduacao em Computacao Aplicada - PIPCA, Universidade Do Vale Do Rio Dos Sinos - UNISINOS, Av. Unisinos, 950, São Leopoldo, RS, Brazil","Moraes, R., Programa Interdisciplinar de Pos-Graduacao em Computacao Aplicada - PIPCA, Universidade Do Vale Do Rio Dos Sinos - UNISINOS, Av. Unisinos, 950, São Leopoldo, RS, Brazil; Valiati, J.F., Programa Interdisciplinar de Pos-Graduacao em Computacao Aplicada - PIPCA, Universidade Do Vale Do Rio Dos Sinos - UNISINOS, Av. Unisinos, 950, São Leopoldo, RS, Brazil; Gavião Neto, W.P., Programa Interdisciplinar de Pos-Graduacao em Computacao Aplicada - PIPCA, Universidade Do Vale Do Rio Dos Sinos - UNISINOS, Av. Unisinos, 950, São Leopoldo, RS, Brazil","Document-level sentiment classification aims to automate the task of classifying a textual review, which is given on a single topic, as expressing a positive or negative sentiment. In general, supervised methods consist of two stages: (i) extraction/selection of informative features and (ii) classification of reviews by using learning models like Support Vector Machines (SVM) and Naïve Bayes (NB). SVM have been extensively and successfully used as a sentiment learning approach while Artificial Neural Networks (ANN) have rarely been considered in comparative studies in the sentiment analysis literature. This paper presents an empirical comparison between SVM and ANN regarding document-level sentiment analysis. We discuss requirements, resulting models and contexts in which both approaches achieve better levels of classification accuracy. We adopt a standard evaluation context with popular supervised methods for feature selection and weighting in a traditional bag-of-words model. Except for some unbalanced data contexts, our experiments indicated that ANN produce superior or at least comparable results to SVM's. Specially on the benchmark dataset of Movies reviews, ANN outperformed SVM by a statistically significant difference, even on the context of unbalanced data. Our results have also confirmed some potential limitations of both models, which have been rarely discussed in the sentiment classification literature, like the computational cost of SVM at the running time and ANN at the training time. © 2012 Elsevier Ltd. All rights reserved.","Artificial Neural Networks; Comparative study; Opinion mining; Sentiment classification; Support Vector Machines; Text classification","Classification (of information); Data mining; Information retrieval; Information retrieval systems; Neural networks; Sentiment analysis; Supervised learning; Text processing; Classification accuracy; Comparative studies; Empirical - comparisons; Feature selection and weighting; Sentiment classification; Standard evaluations; Statistically significant difference; Text classification; Support vector machines","Valiati, J.F.; Programa Interdisciplinar de Pos-Graduacao em Computacao Aplicada - PIPCA, Universidade Do Vale Do Rio Dos Sinos - UNISINOS, Av. Unisinos, 950, São Leopoldo, RS, Brazil; email: jfvaliati@unisinos.br",,"Elsevier Ltd",09574174,,ESAPE,,"English","Expert Sys Appl",Article,"Final",,Scopus,2-s2.0-84867689553
"Kido E.A., Ferreira Neto J.R.C., Silva R.L.O., Belarmino L.C., Bezerra Neto J.P., Soares-Cavalcanti N.M., Pandolfi V., Silva M.D., Nepomuceno A.L., Benko-Iseppon A.M.","24381912000;55253934700;16029279900;23093205300;55266215200;11540016700;35867573700;55557898000;6701476840;6602592007;","Expression dynamics and genome distribution of osmoprotectants in soybean: Identifying important components to face abiotic stress",2013,"BMC Bioinformatics","14","SUPPL.1", S7,"","",,21,"10.1186/1471-2105-14-S1-S7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872372965&doi=10.1186%2f1471-2105-14-S1-S7&partnerID=40&md5=f21dc0a19c6cb4734482a9774c2760b9","Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Embrapa Soybean, Brazilian Agricultural Research Corporation, Londrina, PR, CEP 86001-970, Brazil","Kido, E.A., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Ferreira Neto, J.R.C., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Silva, R.L.O., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Belarmino, L.C., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Bezerra Neto, J.P., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Soares-Cavalcanti, N.M., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Pandolfi, V., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Silva, M.D., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; Nepomuceno, A.L., Embrapa Soybean, Brazilian Agricultural Research Corporation, Londrina, PR, CEP 86001-970, Brazil; Benko-Iseppon, A.M., Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil","Background: Despite the importance of osmoprotectants, no previous in silico evaluation of high throughput data is available for higher plants. The present approach aimed at the identification and annotation of osmoprotectant-related sequences applied to short transcripts from a soybean HT-SuperSAGE (High Throughput Super Serial Analysis of Gene Expression; 26-bp tags) database, and also its comparison with other transcriptomic and genomic data available from different sources.Methods: A curated set of osmoprotectants related sequences was generated using text mining and selected seed sequences for identification of the respective transcripts and proteins in higher plants. To test the efficiency of the seed sequences, these were aligned against four HT-SuperSAGE contrasting libraries generated by our group using soybean tolerant and sensible plants against water deficit, considering only differentially expressed transcripts (p ≤ 0.05). Identified transcripts from soybean and their respective tags were aligned and anchored against the soybean virtual genome.Results: The workflow applied resulted in a set including 1,996 seed sequences that allowed the identification of 36 differentially expressed genes related to the biosynthesis of osmoprotectants [Proline (P5CS: 4, P5CR: 2), Trehalose (TPS1: 9, TPPB: 1), Glycine betaine (BADH: 4) and Myo-inositol (MIPS: 7, INPS1: 8)], also mapped in silico in the soybean genome (25 loci). Another approach considered matches using Arabidopsis full length sequences as seed sequences, and allowed the identification of 124 osmoprotectant-related sequences, matching ~10.500 tags anchored in the soybean virtual chromosomes. Osmoprotectant-related genes appeared clustered in all soybean chromosomes, with higher density in some subterminal regions and synteny among some chromosome pairs.Conclusions: Soybean presents all searched osmoprotectant categories with some important members differentially expressed among the comparisons considered (drought tolerant or sensible vs. control; tolerant vs. sensible), allowing the identification of interesting candidates for biotechnological inferences. The identified tags aligned to corresponding genes that matched 19 soybean chromosomes. Osmoprotectant-related genes are not regularly distributed in the soybean genome, but clustered in some regions near the chromosome terminals, with some redundant clusters in different chromosomes indicating their involvement in previous duplication and rearrangements events. The seed sequences, transcripts and map represent the first transversal evaluation for osmoprotectant-related genes and may be easily applied to other plants of interest. © 2013 Kido et al.; licensee BioMed Central Ltd.",,"Abiotic stress; Arabidopsis; Differentially expressed gene; Expression dynamics; Genomic data; Glycine betaine; High throughput; High-throughput data; Higher plants; Identification and annotation; In-silico; Myo-inositol; Osmoprotectants; Short transcripts; Soybean genome; Super-serial analysis; Synteny; Text mining; Virtual chromosomes; Water deficits; Amino acids; Biochemistry; Data mining; Genes; Plants (botany); Throughput; Oilseeds; Arabidopsis; Embryophyta; Glycine max; Tracheophyta; article; cluster analysis; enzymology; expressed sequence tag; gene expression profiling; genetics; high throughput sequencing; osmotic pressure; physiological stress; plant gene; plant genome; plant seed; soybean; synteny; Cluster Analysis; Expressed Sequence Tags; Gene Expression Profiling; Genes, Plant; Genome, Plant; High-Throughput Nucleotide Sequencing; Osmotic Pressure; Seeds; Soybeans; Stress, Physiological; Synteny","Benko-Iseppon, A.M.; Departament of Genetics/Biological Sciences Center, Federal University of Pernambuco, Recife, Pernambuco, CEP 50.670-420, Brazil; email: ana.iseppon@gmail.com",,,14712105,,BBMIC,"23369061","English","BMC Bioinform.",Article,"Final",Open Access,Scopus,2-s2.0-84872372965
"Da Cruz Nassif L.F., Hruschka E.R.","55062460700;6603755329;","Document clustering for forensic analysis: An approach for improving computer inspection",2013,"IEEE Transactions on Information Forensics and Security","8","1", 6327658,"46","54",,43,"10.1109/TIFS.2012.2223679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872043337&doi=10.1109%2fTIFS.2012.2223679&partnerID=40&md5=54eee8ecff01079e80c16f5412c7a50f","Brazilian Federal Police Department, São Paulo 05038-090, Brazil; University of Brasilia (UnB), Brasilia, 70910-900, Brazil; University of São Paulo (USP) at São Carlos, São Carlos 13566-590, Brazil; University of Texas at Austin, Austin, TX 78731, United States","Da Cruz Nassif, L.F., Brazilian Federal Police Department, São Paulo 05038-090, Brazil, University of Brasilia (UnB), Brasilia, 70910-900, Brazil; Hruschka, E.R., University of São Paulo (USP) at São Carlos, São Carlos 13566-590, Brazil, University of Texas at Austin, Austin, TX 78731, United States","In computer forensic analysis, hundreds of thousands of files are usually examined. Much of the data in those files consists of unstructured text, whose analysis by computer examiners is difficult to be performed. In this context, automated methods of analysis are of great interest. In particular, algorithms for clustering documents can facilitate the discovery of new and useful knowledge from the documents under analysis. We present an approach that applies document clustering algorithms to forensic analysis of computers seized in police investigations. We illustrate the proposed approach by carrying out extensive experimentation with six well-known clustering algorithms (K-means, K-medoids, Single Link, Complete Link, Average Link, and CSPA) applied to five real-world datasets obtained from computers seized in real-world investigations. Experiments have been performed with different combinations of parameters, resulting in 16 different instantiations of algorithms. In addition, two relative validity indexes were used to automatically estimate the number of clusters. Related studies in the literature are significantly more limited than our study. Our experiments show that the Average Link and Complete Link algorithms provide the best results for our application domain. If suitably initialized, partitional algorithms (K-means and K-medoids) can also yield to very good results. Finally, we also present and discuss several practical results that can be useful for researchers and practitioners of forensic computing. © 2005-2012 IEEE.","Clustering; forensic computing; text mining","Automated methods; Clustering; Clustering documents; Computer inspection; Document Clustering; Forensic analysis; Forensic computing; K-means; K-medoids; Number of clusters; Police investigations; Real-world datasets; Single link; Text mining; Validity index; Computer forensics; Data mining; Experiments; Information retrieval; Natural language processing systems; Clustering algorithms","Da Cruz Nassif, L.F.; Brazilian Federal Police Department, São Paulo 05038-090, Brazil; email: nassif.lfcn@dpf.gov.br",,,15566013,,,,"English","IEEE Trans. Inf. Forensics Secur.",Article,"Final",,Scopus,2-s2.0-84872043337
"Cordeiro R.L.F., Traina A.J.M., Faloutsos C., Traina Jr. C.","36082281100;7003628271;7006005166;6701924244;","Halite: Fast and scalable multiresolution local-correlation clustering",2013,"IEEE Transactions on Knowledge and Data Engineering","25","2", 5989805,"387","401",,19,"10.1109/TKDE.2011.176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871837457&doi=10.1109%2fTKDE.2011.176&partnerID=40&md5=24f78c9febaa904d6ddf4293e90e9ce0","Computer Science Department, University of São Paulo (USP) at São Carlos, Av. do Trabalhador Saocarlense, 400, 13566-590 São Carlos, Brazil; Department of Computer Science, Carnegie Mellon University, GHC 8019, 5000 Forbes Avenue, Pittsburgh, PA 15213-3891, United States","Cordeiro, R.L.F., Computer Science Department, University of São Paulo (USP) at São Carlos, Av. do Trabalhador Saocarlense, 400, 13566-590 São Carlos, Brazil; Traina, A.J.M., Computer Science Department, University of São Paulo (USP) at São Carlos, Av. do Trabalhador Saocarlense, 400, 13566-590 São Carlos, Brazil; Faloutsos, C., Department of Computer Science, Carnegie Mellon University, GHC 8019, 5000 Forbes Avenue, Pittsburgh, PA 15213-3891, United States; Traina Jr., C., Computer Science Department, University of São Paulo (USP) at São Carlos, Av. do Trabalhador Saocarlense, 400, 13566-590 São Carlos, Brazil","This paper proposes Halite, a novel, fast, and scalable clustering method that looks for clusters in subspaces of multidimensional data. Existing methods are typically superlinear in space or execution time. Halite's strengths are that it is fast and scalable, while still giving highly accurate results. Specifically the main contributions of Halite are: 1) Scalability: it is linear or quasi linear in time and space regarding the data size and dimensionality, and the dimensionality of the clusters' subspaces; 2) Usability: it is deterministic, robust to noise, doesn't take the number of clusters as an input parameter, and detects clusters in subspaces generated by original axes or by their linear combinations, including space rotation; 3) Effectiveness: it is accurate, providing results with equal or better quality compared to top related works; and 4) Generality: it includes a soft clustering approach. Experiments on synthetic data ranging from five to 30 axes and up to 1 \rm million points were performed. Halite was in average at least 12 times faster than seven representative works, and always presented highly accurate results. On real data, Halite was at least 11 times faster than others, increasing their accuracy in up to 35 percent. Finally, we report experiments in a real scenario where soft clustering is desirable. © 1989-2012 IEEE.","data mining; Local-correlation clustering; moderate-to-high dimensional data","Data size; Execution time; Input parameter; Linear combinations; Local-correlation clustering; moderate-to-high dimensional data; Multi-resolutions; Multidimensional data; Number of clusters; Quasi-linear; Scalable clustering; Soft clustering; Superlinear; Synthetic data; Data mining; Experiments; Sodium chloride","Cordeiro, R.L.F.; Computer Science Department, University of São Paulo (USP) at São Carlos, Av. do Trabalhador Saocarlense, 400, 13566-590 São Carlos, Brazil; email: robson@icmc.usp.br",,,10414347,,ITKEE,,"English","IEEE Trans Knowl Data Eng",Article,"Final",,Scopus,2-s2.0-84871837457
"Souza W.E., Aoki A.R., Neto A.C.","55826646200;55826698700;57197602911;","Factor analysis in data mining applied for recognition and classification pattern for smart grid",2013,"2013 IEEE PES Conference on Innovative Smart Grid Technologies, ISGT LA 2013",,, 6554460,"","",,,"10.1109/ISGT-LA.2013.6554460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882386771&doi=10.1109%2fISGT-LA.2013.6554460&partnerID=40&md5=e0af537557ef3c90cbe784cf004e7da8","UFPR, Brazil; UFPRILACTEC, Brazil; PPGMNE/UFPR, Brazil","Souza, W.E., UFPR, Brazil; Aoki, A.R., UFPRILACTEC, Brazil; Neto, A.C., PPGMNE/UFPR, Brazil","The present work aims to present the method of factor analysis applied to pre-processing of data mining process. The factor analysis is applied to two pattern recognition and classification's databases of power engineering's problems. This pre-processing analyzes the input variables, thus having a better understanding of the importance of each variable as a input for pattern recognition and classification's methods. The pattern recognition and classification's methods were applied to the data with and without the application of factor analysis, thus comparing the real rate of right classification. © 2013 IEEE.","Factor Analysis; Metallic Structures; Pattern Recognition and Classification; Voltage Harmonic Distortion","Factor analysis; Multivariant analysis; Pattern recognition; Smart power grids; Input variables; Metallic structures; Pattern recognition and classification; Power engineering; Pre-processing; Pre-processing of data; Smart grid; Voltage harmonic distortion; Data mining",,,"IEEE Computer Society",,9781467352741,,,"Portuguese","IEEE PES Conf. Innovative Smart Grid Technol., ISGT LA",Conference Paper,"Final",,Scopus,2-s2.0-84882386771
